,id,name,audience,start,sponsor,end
25890,25891,Event 25891,345,2016-01-15 15:00:00,Sponsor 9,2016-01-15 15:10:00
25891,25892,Event 25892,1920,1998-08-08 13:00:00,Sponsor 9,1998-08-08 13:35:00
25892,25893,Event 25893,1177,1998-07-08 05:00:00,Sponsor 11,1998-07-08 07:00:00
25893,25894,Event 25894,1551,1994-10-10 16:00:00,Sponsor 9,1994-10-10 16:23:00
25894,25895,Event 25895,3856,2017-06-20 13:00:00,Sponsor 5,2017-06-20 13:31:00
25895,25896,Event 25896,3420,1994-10-23 16:00:00,Sponsor 2,1994-10-23 16:55:00
25896,25897,Event 25897,1502,1993-10-13 23:00:00,Sponsor 9,1993-10-13 23:07:00
25897,25898,Event 25898,3568,2031-01-22 13:00:00,Sponsor 8,2031-01-22 13:55:00
25898,25899,Event 25899,3463,1998-04-16 06:00:00,Sponsor 6,1998-04-16 06:38:00
25899,25900,Event 25900,156,2003-05-09 13:00:00,Sponsor 3,2003-05-09 13:10:00
25900,25901,Event 25901,4661,2011-09-15 07:00:00,Sponsor 9,2011-09-15 07:51:00
25901,25902,Event 25902,1295,2007-05-02 07:00:00,Sponsor 4,2007-05-02 07:14:00
25902,25903,Event 25903,4424,1996-03-03 07:00:00,Sponsor 2,1996-03-03 07:34:00
25903,25904,Event 25904,2664,2004-01-27 03:00:00,Sponsor 4,2004-01-27 03:45:00
25904,25905,Event 25905,2738,2019-07-21 16:00:00,Sponsor 8,2019-07-21 16:06:00
25905,25906,Event 25906,3803,2020-07-26 15:00:00,Sponsor 11,2020-07-26 15:15:00
25906,25907,Event 25907,1974,2001-02-23 10:00:00,Sponsor 5,2001-02-23 10:32:00
25907,25908,Event 25908,3432,2000-05-22 02:00:00,Sponsor 6,2000-05-22 02:24:00
25908,25909,Event 25909,2732,2014-02-04 06:00:00,Sponsor 9,2014-02-04 06:18:00
25909,25910,Event 25910,4480,2018-02-02 07:00:00,Sponsor 3,2018-02-02 07:14:00
25910,25911,Event 25911,3194,2001-11-12 09:00:00,Sponsor 1,2001-11-12 09:08:00
25911,25912,Event 25912,1401,2018-07-19 21:00:00,Sponsor 1,2018-07-19 21:39:00
25912,25913,Event 25913,3784,2011-06-02 09:00:00,Sponsor 5,2011-06-02 09:55:00
25913,25914,Event 25914,4301,2023-12-04 03:00:00,Sponsor 6,2023-12-04 03:16:00
25914,25915,Event 25915,4800,1995-10-13 16:00:00,Sponsor 3,1995-10-13 16:32:00
25915,25916,Event 25916,1598,1997-04-01 05:00:00,Sponsor 6,1997-04-01 05:38:00
25916,25917,Event 25917,2924,2014-05-09 03:00:00,Sponsor 3,2014-05-09 03:37:00
25917,25918,Event 25918,1183,2006-03-18 18:00:00,Sponsor 3,2006-03-18 18:18:00
25918,25919,Event 25919,2906,2025-03-06 01:00:00,Sponsor 8,2025-03-06 01:15:00
25919,25920,Event 25920,3521,2027-09-12 16:00:00,Sponsor 9,2027-09-12 16:45:00
25920,25921,Event 25921,4675,2021-06-18 16:00:00,Sponsor 1,2021-06-18 16:16:00
25921,25922,Event 25922,1300,1995-12-20 01:00:00,Sponsor 9,1995-12-20 01:30:00
25922,25923,Event 25923,4966,2009-02-12 20:00:00,Sponsor 2,2009-02-12 20:40:00
25923,25924,Event 25924,2571,2027-06-02 08:00:00,Sponsor 8,2027-06-02 08:09:00
25924,25925,Event 25925,614,2023-04-17 05:00:00,Sponsor 6,2023-04-17 05:43:00
25925,25926,Event 25926,2156,2017-12-12 14:00:00,Sponsor 6,2017-12-12 14:08:00
25926,25927,Event 25927,3801,2023-11-08 18:00:00,Sponsor 7,2023-11-08 18:23:00
25927,25928,Event 25928,4358,2014-03-31 23:00:00,Sponsor 3,2014-03-31 23:11:00
25928,25929,Event 25929,4177,2013-03-20 17:00:00,Sponsor 3,2013-03-20 19:00:00
25929,25930,Event 25930,1210,1998-11-23 07:00:00,Sponsor 3,1998-11-23 07:26:00
25930,25931,Event 25931,3247,2018-11-15 06:00:00,Sponsor 5,2018-11-15 06:31:00
25931,25932,Event 25932,103,2027-11-10 16:00:00,Sponsor 4,2027-11-10 16:53:00
25932,25933,Event 25933,911,2002-10-24 07:00:00,Sponsor 10,2002-10-24 07:16:00
25933,25934,Event 25934,981,2021-02-09 03:00:00,Sponsor 10,2021-02-09 05:00:00
25934,25935,Event 25935,3047,2016-10-19 15:00:00,Sponsor 7,2016-10-19 15:17:00
25935,25936,Event 25936,1902,2008-01-23 22:00:00,Sponsor 4,2008-01-23 22:26:00
25936,25937,Event 25937,1607,2030-03-17 16:00:00,Sponsor 10,2030-03-17 16:35:00
25937,25938,Event 25938,1381,2024-09-20 04:00:00,Sponsor 5,2024-09-20 04:10:00
25938,25939,Event 25939,2961,2000-07-29 11:00:00,Sponsor 5,2000-07-29 13:00:00
25939,25940,Event 25940,4705,2005-01-23 05:00:00,Sponsor 6,2005-01-23 05:48:00
25940,25941,Event 25941,4119,1995-05-15 21:00:00,Sponsor 9,1995-05-15 21:14:00
25941,25942,Event 25942,1811,1998-02-21 19:00:00,Sponsor 2,1998-02-21 19:28:00
25942,25943,Event 25943,4326,2015-10-08 07:00:00,Sponsor 9,2015-10-08 09:00:00
25943,25944,Event 25944,1855,2011-10-23 15:00:00,Sponsor 6,2011-10-23 15:09:00
25944,25945,Event 25945,4643,1992-11-02 08:00:00,Sponsor 10,1992-11-02 08:38:00
25945,25946,Event 25946,2212,2017-12-30 22:00:00,Sponsor 4,2017-12-30 22:50:00
25946,25947,Event 25947,3747,2001-12-10 02:00:00,Sponsor 9,2001-12-10 04:00:00
25947,25948,Event 25948,4598,2009-02-25 05:00:00,Sponsor 6,2009-02-25 05:35:00
25948,25949,Event 25949,4903,2022-08-12 22:00:00,Sponsor 5,2022-08-12 22:18:00
25949,25950,Event 25950,4830,2023-12-02 22:00:00,Sponsor 8,2023-12-02 22:26:00
25950,25951,Event 25951,1078,2025-05-18 08:00:00,Sponsor 1,2025-05-18 08:07:00
25951,25952,Event 25952,3021,2031-07-19 18:00:00,Sponsor 3,2031-07-19 18:28:00
25952,25953,Event 25953,255,2001-11-09 03:00:00,Sponsor 3,2001-11-09 03:25:00
25953,25954,Event 25954,4655,1996-03-27 08:00:00,Sponsor 10,1996-03-27 08:20:00
25954,25955,Event 25955,363,2013-10-19 11:00:00,Sponsor 1,2013-10-19 11:27:00
25955,25956,Event 25956,4607,2013-02-20 14:00:00,Sponsor 4,2013-02-20 14:29:00
25956,25957,Event 25957,1670,1993-10-25 22:00:00,Sponsor 7,1993-10-25 22:24:00
25957,25958,Event 25958,4384,2031-05-05 15:00:00,Sponsor 5,2031-05-05 15:52:00
25958,25959,Event 25959,3632,2011-03-03 17:00:00,Sponsor 10,2011-03-03 17:19:00
25959,25960,Event 25960,896,2005-03-21 02:00:00,Sponsor 2,2005-03-21 02:48:00
25960,25961,Event 25961,3019,2009-04-27 21:00:00,Sponsor 11,2009-04-27 21:46:00
25961,25962,Event 25962,3201,1999-09-24 19:00:00,Sponsor 9,1999-09-24 19:24:00
25962,25963,Event 25963,1018,2009-06-01 04:00:00,Sponsor 4,2009-06-01 04:29:00
25963,25964,Event 25964,4388,2028-11-29 07:00:00,Sponsor 9,2028-11-29 07:40:00
25964,25965,Event 25965,4874,1992-02-16 10:00:00,Sponsor 3,1992-02-16 10:50:00
25965,25966,Event 25966,2252,2029-09-08 15:00:00,Sponsor 10,2029-09-08 15:53:00
25966,25967,Event 25967,236,2030-06-10 20:00:00,Sponsor 6,2030-06-10 22:00:00
25967,25968,Event 25968,4262,1994-06-09 19:00:00,Sponsor 7,1994-06-09 19:45:00
25968,25969,Event 25969,2539,1995-04-29 09:00:00,Sponsor 4,1995-04-29 09:25:00
25969,25970,Event 25970,1176,2017-06-09 02:00:00,Sponsor 11,2017-06-09 02:50:00
25970,25971,Event 25971,1300,1995-10-18 05:00:00,Sponsor 8,1995-10-18 05:21:00
25971,25972,Event 25972,1440,2016-02-08 03:00:00,Sponsor 1,2016-02-08 03:26:00
25972,25973,Event 25973,2278,2008-02-20 11:00:00,Sponsor 10,2008-02-20 11:34:00
25973,25974,Event 25974,3243,2025-07-21 09:00:00,Sponsor 4,2025-07-21 09:24:00
25974,25975,Event 25975,3677,2018-09-10 23:00:00,Sponsor 5,2018-09-10 23:18:00
25975,25976,Event 25976,3557,2003-10-28 20:00:00,Sponsor 9,2003-10-28 20:55:00
25976,25977,Event 25977,662,1998-04-09 17:00:00,Sponsor 10,1998-04-09 19:00:00
25977,25978,Event 25978,419,2015-09-13 01:00:00,Sponsor 2,2015-09-13 01:41:00
25978,25979,Event 25979,797,2029-01-17 16:00:00,Sponsor 6,2029-01-17 18:00:00
25979,25980,Event 25980,452,2022-08-10 21:00:00,Sponsor 3,2022-08-10 21:08:00
25980,25981,Event 25981,2683,1994-09-08 19:00:00,Sponsor 6,1994-09-08 19:48:00
25981,25982,Event 25982,1827,2014-02-03 08:00:00,Sponsor 2,2014-02-03 08:34:00
25982,25983,Event 25983,4241,2003-10-30 13:00:00,Sponsor 2,2003-10-30 15:00:00
25983,25984,Event 25984,779,2013-09-07 16:00:00,Sponsor 10,2013-09-07 16:40:00
25984,25985,Event 25985,4824,2004-09-13 10:00:00,Sponsor 5,2004-09-13 10:18:00
25985,25986,Event 25986,330,2026-09-21 16:00:00,Sponsor 10,2026-09-21 16:53:00
25986,25987,Event 25987,2399,2020-10-21 07:00:00,Sponsor 7,2020-10-21 07:18:00
25987,25988,Event 25988,3106,2019-02-21 22:00:00,Sponsor 1,2019-02-21 22:40:00
25988,25989,Event 25989,879,1999-01-14 13:00:00,Sponsor 2,1999-01-14 13:48:00
25989,25990,Event 25990,1300,2025-10-03 10:00:00,Sponsor 11,2025-10-03 10:55:00
25990,25991,Event 25991,3165,2031-08-05 15:00:00,Sponsor 10,2031-08-05 15:53:00
25991,25992,Event 25992,4928,2005-01-15 05:00:00,Sponsor 3,2005-01-15 05:38:00
25992,25993,Event 25993,3589,1997-06-01 14:00:00,Sponsor 11,1997-06-01 14:08:00
25993,25994,Event 25994,2896,2015-04-14 05:00:00,Sponsor 1,2015-04-14 05:48:00
25994,25995,Event 25995,3120,2026-04-07 01:00:00,Sponsor 8,2026-04-07 01:48:00
25995,25996,Event 25996,3739,2004-12-31 09:00:00,Sponsor 2,2004-12-31 09:55:00
25996,25997,Event 25997,944,1995-05-26 09:00:00,Sponsor 3,1995-05-26 09:06:00
25997,25998,Event 25998,68,2003-07-14 05:00:00,Sponsor 9,2003-07-14 05:44:00
25998,25999,Event 25999,1358,2015-06-15 02:00:00,Sponsor 7,2015-06-15 02:46:00
25999,26000,Event 26000,4640,2022-03-18 16:00:00,Sponsor 10,2022-03-18 18:00:00
26000,26001,Event 26001,4051,2012-09-18 23:00:00,Sponsor 2,2012-09-18 23:36:00
26001,26002,Event 26002,3215,2020-01-13 09:00:00,Sponsor 3,2020-01-13 09:17:00
26002,26003,Event 26003,1063,1995-02-22 11:00:00,Sponsor 5,1995-02-22 11:50:00
26003,26004,Event 26004,4853,2021-08-18 07:00:00,Sponsor 1,2021-08-18 07:34:00
26004,26005,Event 26005,3268,2016-12-28 21:00:00,Sponsor 8,2016-12-28 21:07:00
26005,26006,Event 26006,4852,2017-02-15 21:00:00,Sponsor 6,2017-02-15 23:00:00
26006,26007,Event 26007,770,2003-04-05 01:00:00,Sponsor 4,2003-04-05 01:33:00
26007,26008,Event 26008,366,2010-02-15 09:00:00,Sponsor 8,2010-02-15 09:50:00
26008,26009,Event 26009,2663,2026-08-05 15:00:00,Sponsor 6,2026-08-05 15:10:00
26009,26010,Event 26010,4544,2023-09-17 21:00:00,Sponsor 2,2023-09-17 23:00:00
26010,26011,Event 26011,2264,2029-11-01 05:00:00,Sponsor 1,2029-11-01 05:12:00
26011,26012,Event 26012,1347,2011-09-20 16:00:00,Sponsor 8,2011-09-20 16:32:00
26012,26013,Event 26013,3317,2017-11-04 06:00:00,Sponsor 2,2017-11-04 06:44:00
26013,26014,Event 26014,3304,1994-03-07 01:00:00,Sponsor 11,1994-03-07 03:00:00
26014,26015,Event 26015,3481,1992-04-11 17:00:00,Sponsor 2,1992-04-11 17:12:00
26015,26016,Event 26016,2024,2025-08-11 14:00:00,Sponsor 7,2025-08-11 14:43:00
26016,26017,Event 26017,2032,2006-01-29 00:00:00,Sponsor 3,2006-01-29 02:00:00
26017,26018,Event 26018,385,2025-10-16 02:00:00,Sponsor 5,2025-10-16 02:21:00
26018,26019,Event 26019,2987,2013-11-04 10:00:00,Sponsor 10,2013-11-04 12:00:00
26019,26020,Event 26020,1820,2030-04-24 22:00:00,Sponsor 3,2030-04-24 22:19:00
26020,26021,Event 26021,167,2028-10-22 15:00:00,Sponsor 10,2028-10-22 15:24:00
26021,26022,Event 26022,4789,2023-07-20 08:00:00,Sponsor 3,2023-07-20 08:46:00
26022,26023,Event 26023,1335,2012-08-14 15:00:00,Sponsor 10,2012-08-14 15:25:00
26023,26024,Event 26024,2098,2024-03-11 16:00:00,Sponsor 5,2024-03-11 16:07:00
26024,26025,Event 26025,4590,1998-12-11 02:00:00,Sponsor 10,1998-12-11 02:16:00
26025,26026,Event 26026,1333,2016-12-29 06:00:00,Sponsor 8,2016-12-29 06:21:00
26026,26027,Event 26027,4899,2023-12-20 08:00:00,Sponsor 8,2023-12-20 08:46:00
26027,26028,Event 26028,4409,2016-10-04 03:00:00,Sponsor 2,2016-10-04 03:10:00
26028,26029,Event 26029,3086,2026-11-06 23:00:00,Sponsor 2,2026-11-07 01:00:00
26029,26030,Event 26030,385,2023-04-23 18:00:00,Sponsor 1,2023-04-23 18:43:00
26030,26031,Event 26031,810,1993-12-29 20:00:00,Sponsor 5,1993-12-29 20:16:00
26031,26032,Event 26032,3014,2023-11-23 20:00:00,Sponsor 6,2023-11-23 20:23:00
26032,26033,Event 26033,1403,1999-08-07 04:00:00,Sponsor 6,1999-08-07 04:50:00
26033,26034,Event 26034,4489,1995-09-01 05:00:00,Sponsor 10,1995-09-01 05:27:00
26034,26035,Event 26035,3782,2013-04-14 10:00:00,Sponsor 5,2013-04-14 10:49:00
26035,26036,Event 26036,335,2008-08-25 16:00:00,Sponsor 2,2008-08-25 16:30:00
26036,26037,Event 26037,4855,2025-03-11 15:00:00,Sponsor 4,2025-03-11 15:07:00
26037,26038,Event 26038,1633,2031-07-20 03:00:00,Sponsor 3,2031-07-20 03:52:00
26038,26039,Event 26039,1760,2005-03-29 21:00:00,Sponsor 10,2005-03-29 23:00:00
26039,26040,Event 26040,2353,2021-06-20 20:00:00,Sponsor 8,2021-06-20 20:30:00
26040,26041,Event 26041,3590,1996-08-17 08:00:00,Sponsor 6,1996-08-17 08:38:00
26041,26042,Event 26042,3872,2005-10-16 19:00:00,Sponsor 4,2005-10-16 19:24:00
26042,26043,Event 26043,2218,2023-09-06 11:00:00,Sponsor 9,2023-09-06 11:39:00
26043,26044,Event 26044,4860,2017-03-20 00:00:00,Sponsor 9,2017-03-20 00:47:00
26044,26045,Event 26045,3916,1994-09-17 07:00:00,Sponsor 3,1994-09-17 07:50:00
26045,26046,Event 26046,3983,2013-01-21 00:00:00,Sponsor 5,2013-01-21 00:19:00
26046,26047,Event 26047,2940,2007-09-13 13:00:00,Sponsor 6,2007-09-13 13:32:00
26047,26048,Event 26048,2697,2004-11-23 06:00:00,Sponsor 8,2004-11-23 06:39:00
26048,26049,Event 26049,3449,2007-12-10 06:00:00,Sponsor 7,2007-12-10 08:00:00
26049,26050,Event 26050,4336,2000-06-19 04:00:00,Sponsor 7,2000-06-19 04:18:00
26050,26051,Event 26051,835,2025-10-03 08:00:00,Sponsor 10,2025-10-03 08:13:00
26051,26052,Event 26052,1116,2003-01-13 17:00:00,Sponsor 11,2003-01-13 17:20:00
26052,26053,Event 26053,1030,2024-01-08 19:00:00,Sponsor 5,2024-01-08 21:00:00
26053,26054,Event 26054,1238,2015-12-17 06:00:00,Sponsor 3,2015-12-17 06:50:00
26054,26055,Event 26055,3489,2018-08-17 08:00:00,Sponsor 2,2018-08-17 08:54:00
26055,26056,Event 26056,1908,2001-05-04 01:00:00,Sponsor 7,2001-05-04 01:24:00
26056,26057,Event 26057,4853,2020-08-16 08:00:00,Sponsor 3,2020-08-16 08:35:00
26057,26058,Event 26058,4401,2007-11-09 16:00:00,Sponsor 7,2007-11-09 16:49:00
26058,26059,Event 26059,3336,2000-10-16 04:00:00,Sponsor 10,2000-10-16 04:39:00
26059,26060,Event 26060,805,2015-12-11 16:00:00,Sponsor 8,2015-12-11 16:44:00
26060,26061,Event 26061,3200,2002-07-10 02:00:00,Sponsor 8,2002-07-10 04:00:00
26061,26062,Event 26062,120,2014-02-02 21:00:00,Sponsor 9,2014-02-02 21:26:00
26062,26063,Event 26063,1500,2003-09-17 12:00:00,Sponsor 11,2003-09-17 12:29:00
26063,26064,Event 26064,4935,2016-07-14 04:00:00,Sponsor 7,2016-07-14 04:18:00
26064,26065,Event 26065,601,2011-10-31 00:00:00,Sponsor 3,2011-10-31 00:22:00
26065,26066,Event 26066,4049,2016-07-07 09:00:00,Sponsor 10,2016-07-07 09:13:00
26066,26067,Event 26067,3036,2006-08-21 18:00:00,Sponsor 6,2006-08-21 18:38:00
26067,26068,Event 26068,1200,2014-12-21 04:00:00,Sponsor 6,2014-12-21 04:21:00
26068,26069,Event 26069,234,2014-07-03 07:00:00,Sponsor 8,2014-07-03 07:31:00
26069,26070,Event 26070,2472,2019-05-03 12:00:00,Sponsor 11,2019-05-03 12:07:00
26070,26071,Event 26071,4016,2018-03-02 07:00:00,Sponsor 2,2018-03-02 07:39:00
26071,26072,Event 26072,131,2004-01-09 01:00:00,Sponsor 3,2004-01-09 01:21:00
26072,26073,Event 26073,737,2001-04-02 05:00:00,Sponsor 5,2001-04-02 05:31:00
26073,26074,Event 26074,113,2015-07-28 15:00:00,Sponsor 7,2015-07-28 15:36:00
26074,26075,Event 26075,698,2014-11-05 04:00:00,Sponsor 9,2014-11-05 04:54:00
26075,26076,Event 26076,4727,2003-05-14 07:00:00,Sponsor 5,2003-05-14 07:51:00
26076,26077,Event 26077,1489,2031-03-21 08:00:00,Sponsor 9,2031-03-21 08:43:00
26077,26078,Event 26078,2355,2003-05-29 13:00:00,Sponsor 3,2003-05-29 13:27:00
26078,26079,Event 26079,2036,2031-05-09 07:00:00,Sponsor 2,2031-05-09 07:40:00
26079,26080,Event 26080,1372,2017-06-10 01:00:00,Sponsor 9,2017-06-10 01:08:00
26080,26081,Event 26081,4479,2004-09-05 04:00:00,Sponsor 5,2004-09-05 06:00:00
26081,26082,Event 26082,3389,2006-06-14 10:00:00,Sponsor 5,2006-06-14 10:29:00
26082,26083,Event 26083,4864,2001-08-29 02:00:00,Sponsor 5,2001-08-29 02:09:00
26083,26084,Event 26084,1573,2010-07-29 08:00:00,Sponsor 8,2010-07-29 08:20:00
26084,26085,Event 26085,4537,2008-05-13 21:00:00,Sponsor 8,2008-05-13 21:17:00
26085,26086,Event 26086,3631,2016-07-05 15:00:00,Sponsor 3,2016-07-05 15:26:00
26086,26087,Event 26087,2579,2029-11-01 22:00:00,Sponsor 9,2029-11-01 22:27:00
26087,26088,Event 26088,2874,2005-10-12 14:00:00,Sponsor 2,2005-10-12 14:27:00
26088,26089,Event 26089,149,2005-09-20 02:00:00,Sponsor 5,2005-09-20 04:00:00
26089,26090,Event 26090,3666,2010-11-08 01:00:00,Sponsor 11,2010-11-08 01:28:00
26090,26091,Event 26091,2455,2007-08-13 08:00:00,Sponsor 5,2007-08-13 08:33:00
26091,26092,Event 26092,3182,2002-11-28 11:00:00,Sponsor 8,2002-11-28 11:51:00
26092,26093,Event 26093,90,2003-12-23 18:00:00,Sponsor 1,2003-12-23 18:50:00
26093,26094,Event 26094,4738,2019-11-29 08:00:00,Sponsor 4,2019-11-29 08:33:00
26094,26095,Event 26095,2237,2022-04-25 19:00:00,Sponsor 3,2022-04-25 19:37:00
26095,26096,Event 26096,3145,1999-09-08 06:00:00,Sponsor 7,1999-09-08 06:48:00
26096,26097,Event 26097,2734,2030-11-05 05:00:00,Sponsor 2,2030-11-05 05:17:00
26097,26098,Event 26098,2737,1993-09-26 15:00:00,Sponsor 8,1993-09-26 17:00:00
26098,26099,Event 26099,2772,2013-10-03 19:00:00,Sponsor 5,2013-10-03 19:31:00
26099,26100,Event 26100,686,1994-08-10 22:00:00,Sponsor 9,1994-08-10 22:51:00
26100,26101,Event 26101,4685,2006-05-27 21:00:00,Sponsor 2,2006-05-27 23:00:00
26101,26102,Event 26102,1766,1998-05-05 05:00:00,Sponsor 4,1998-05-05 05:49:00
26102,26103,Event 26103,2083,2015-01-25 02:00:00,Sponsor 2,2015-01-25 02:43:00
26103,26104,Event 26104,1430,1999-04-20 10:00:00,Sponsor 7,1999-04-20 10:27:00
26104,26105,Event 26105,1554,2020-12-16 02:00:00,Sponsor 10,2020-12-16 02:06:00
26105,26106,Event 26106,1225,2022-06-27 19:00:00,Sponsor 1,2022-06-27 19:45:00
26106,26107,Event 26107,1538,1997-09-28 04:00:00,Sponsor 6,1997-09-28 04:32:00
26107,26108,Event 26108,4832,2012-11-27 00:00:00,Sponsor 1,2012-11-27 00:40:00
26108,26109,Event 26109,2081,2022-11-24 20:00:00,Sponsor 3,2022-11-24 20:47:00
26109,26110,Event 26110,3923,2008-04-28 10:00:00,Sponsor 7,2008-04-28 10:41:00
26110,26111,Event 26111,1640,2026-11-02 16:00:00,Sponsor 9,2026-11-02 16:43:00
26111,26112,Event 26112,1273,1994-11-09 12:00:00,Sponsor 5,1994-11-09 12:09:00
26112,26113,Event 26113,2017,2020-08-06 13:00:00,Sponsor 2,2020-08-06 13:36:00
26113,26114,Event 26114,1976,2021-12-27 02:00:00,Sponsor 3,2021-12-27 02:33:00
26114,26115,Event 26115,4397,2010-04-04 05:00:00,Sponsor 4,2010-04-04 05:47:00
26115,26116,Event 26116,2825,1994-10-08 09:00:00,Sponsor 3,1994-10-08 09:29:00
26116,26117,Event 26117,751,2010-07-18 23:00:00,Sponsor 4,2010-07-18 23:41:00
26117,26118,Event 26118,80,1994-07-29 00:00:00,Sponsor 2,1994-07-29 00:36:00
26118,26119,Event 26119,1481,2024-06-04 19:00:00,Sponsor 7,2024-06-04 19:06:00
26119,26120,Event 26120,1742,2030-07-27 14:00:00,Sponsor 10,2030-07-27 14:23:00
26120,26121,Event 26121,1712,2019-07-02 11:00:00,Sponsor 7,2019-07-02 11:27:00
26121,26122,Event 26122,4076,2021-03-20 15:00:00,Sponsor 4,2021-03-20 15:55:00
26122,26123,Event 26123,1440,2004-08-19 13:00:00,Sponsor 4,2004-08-19 13:11:00
26123,26124,Event 26124,130,2018-02-06 18:00:00,Sponsor 5,2018-02-06 18:37:00
26124,26125,Event 26125,847,2025-01-11 18:00:00,Sponsor 7,2025-01-11 18:12:00
26125,26126,Event 26126,2414,2018-04-18 12:00:00,Sponsor 9,2018-04-18 12:10:00
26126,26127,Event 26127,4281,2002-06-24 17:00:00,Sponsor 6,2002-06-24 17:10:00
26127,26128,Event 26128,2855,2018-01-12 22:00:00,Sponsor 2,2018-01-12 22:07:00
26128,26129,Event 26129,2664,2001-01-24 22:00:00,Sponsor 5,2001-01-24 22:30:00
26129,26130,Event 26130,3869,2020-08-05 20:00:00,Sponsor 9,2020-08-05 20:17:00
26130,26131,Event 26131,1443,2012-10-23 17:00:00,Sponsor 6,2012-10-23 17:06:00
26131,26132,Event 26132,3827,2004-05-27 03:00:00,Sponsor 5,2004-05-27 03:37:00
26132,26133,Event 26133,3467,1995-01-06 06:00:00,Sponsor 1,1995-01-06 06:47:00
26133,26134,Event 26134,1460,2001-11-20 03:00:00,Sponsor 7,2001-11-20 03:46:00
26134,26135,Event 26135,930,2006-02-06 09:00:00,Sponsor 1,2006-02-06 09:47:00
26135,26136,Event 26136,43,2007-11-29 16:00:00,Sponsor 2,2007-11-29 16:50:00
26136,26137,Event 26137,1687,2020-10-25 04:00:00,Sponsor 7,2020-10-25 04:10:00
26137,26138,Event 26138,3113,1996-09-13 07:00:00,Sponsor 6,1996-09-13 07:21:00
26138,26139,Event 26139,177,1992-09-22 03:00:00,Sponsor 6,1992-09-22 05:00:00
26139,26140,Event 26140,2638,1997-09-11 13:00:00,Sponsor 9,1997-09-11 13:42:00
26140,26141,Event 26141,1338,2024-01-31 19:00:00,Sponsor 5,2024-01-31 19:53:00
26141,26142,Event 26142,1187,2016-10-08 23:00:00,Sponsor 4,2016-10-08 23:53:00
26142,26143,Event 26143,4262,1992-09-06 02:00:00,Sponsor 7,1992-09-06 04:00:00
26143,26144,Event 26144,2465,2016-11-11 21:00:00,Sponsor 5,2016-11-11 21:50:00
26144,26145,Event 26145,3193,2014-04-09 09:00:00,Sponsor 2,2014-04-09 09:31:00
26145,26146,Event 26146,4131,2019-08-05 04:00:00,Sponsor 9,2019-08-05 04:53:00
26146,26147,Event 26147,1862,2012-11-05 20:00:00,Sponsor 2,2012-11-05 20:38:00
26147,26148,Event 26148,3664,2017-08-17 04:00:00,Sponsor 11,2017-08-17 04:06:00
26148,26149,Event 26149,555,2026-10-23 19:00:00,Sponsor 11,2026-10-23 21:00:00
26149,26150,Event 26150,350,2028-05-09 06:00:00,Sponsor 10,2028-05-09 06:25:00
26150,26151,Event 26151,4651,2001-12-28 03:00:00,Sponsor 4,2001-12-28 03:19:00
26151,26152,Event 26152,894,2013-11-23 16:00:00,Sponsor 10,2013-11-23 16:37:00
26152,26153,Event 26153,3203,2017-01-24 01:00:00,Sponsor 8,2017-01-24 01:29:00
26153,26154,Event 26154,1999,2022-12-17 04:00:00,Sponsor 5,2022-12-17 04:50:00
26154,26155,Event 26155,1859,2003-11-13 05:00:00,Sponsor 3,2003-11-13 05:20:00
26155,26156,Event 26156,2415,2009-08-02 18:00:00,Sponsor 6,2009-08-02 18:41:00
26156,26157,Event 26157,3272,2009-09-14 07:00:00,Sponsor 5,2009-09-14 07:27:00
26157,26158,Event 26158,3902,2031-11-24 15:00:00,Sponsor 9,2031-11-24 15:10:00
26158,26159,Event 26159,3394,2016-01-17 13:00:00,Sponsor 2,2016-01-17 13:49:00
26159,26160,Event 26160,3960,1995-11-23 20:00:00,Sponsor 2,1995-11-23 20:53:00
26160,26161,Event 26161,718,2029-06-13 01:00:00,Sponsor 4,2029-06-13 01:43:00
26161,26162,Event 26162,4707,2010-09-13 20:00:00,Sponsor 5,2010-09-13 20:45:00
26162,26163,Event 26163,283,1996-09-16 02:00:00,Sponsor 7,1996-09-16 02:41:00
26163,26164,Event 26164,867,2009-09-15 16:00:00,Sponsor 2,2009-09-15 16:19:00
26164,26165,Event 26165,4585,1999-04-20 13:00:00,Sponsor 5,1999-04-20 13:30:00
26165,26166,Event 26166,4223,2007-05-01 15:00:00,Sponsor 6,2007-05-01 17:00:00
26166,26167,Event 26167,1284,2026-03-07 22:00:00,Sponsor 10,2026-03-07 22:36:00
26167,26168,Event 26168,2760,2006-07-20 05:00:00,Sponsor 3,2006-07-20 05:51:00
26168,26169,Event 26169,3003,2019-10-12 20:00:00,Sponsor 11,2019-10-12 22:00:00
26169,26170,Event 26170,1219,2021-05-20 17:00:00,Sponsor 7,2021-05-20 17:45:00
26170,26171,Event 26171,4418,2005-09-12 19:00:00,Sponsor 1,2005-09-12 19:07:00
26171,26172,Event 26172,4388,2011-04-02 20:00:00,Sponsor 7,2011-04-02 20:26:00
26172,26173,Event 26173,4905,2015-06-24 16:00:00,Sponsor 7,2015-06-24 16:32:00
26173,26174,Event 26174,3986,2017-06-06 09:00:00,Sponsor 9,2017-06-06 09:55:00
26174,26175,Event 26175,195,2007-02-28 10:00:00,Sponsor 3,2007-02-28 10:30:00
26175,26176,Event 26176,4250,2007-11-08 15:00:00,Sponsor 3,2007-11-08 15:39:00
